,tags,content
690,LeetCode 알고리즘 스터디,"3회차까지 LeetCode 스터디를 진행해왔으며,이번에 짧은 휴식기간을 마친 후 4회차를 새롭게 진행하고자 합니다.자세한 스터디 정보는 아래 노션 링크를 참고해주세요. 스터디 주제 : AWS Top Questions 문제 풀이 예상 스터디 일정(횟수) : 10/8 ~ 11/26 (8주) 매주 일요일 저녁, 온라인 스터디 예상 모집인원 : 4명 노션 링크 - https://succulent-waiter-e3c.notion.site/LeetCode-694c8e4d11e2420388600b8aa02eea0a?pvs=4 카톡링크 - https://open.kakao.com/o/shV0e7Hf참가를 희망할 경우, 위의 카톡링크로 간단한 자기소개 + 사용하는 코테 언어를 멘션"
691,[스프링 스터디] 스터디원 충원합니다.,"[개발 스터디 모집]스터디 주제 : SpringBoot스터디 목표 : 김영한 강사님의 스프링 로드맵 수강하기예상 스터디 일정(횟수) : 주 1회 (매주 화요일 오후 10시)예상 커리큘럼 간략히 : 김영한 강사님의 스프링 로드맵 따라 진행하고 있고, 현재 스프링 DB 2편 - 데이터 접근 활용 기술 진행하고 있습니다.예상 모집인원 : 2명스터디 소개와 개설 이유 :안녕하세요! 현재 저 포함 4명이서 스터디를 진행하고 있습니다.진도는 스프링 DB 2편 - 데이터 접근 활용 기술 의 섹션 4(MyBatis) 까지 진행했습니다.한 번 들으셨던 분들도 다시 정리하는 느낌으로 참여하셔도 좋고, 새로 수강하시는 분들도 환영입니다 ㅎㅎDB2편이 끝나도 스터티원들과 커리큘럼 조율해서 계속 스터디할 계획입니다. (ex. JPA 로드맵 등.. )매주 강의를 수강하고 정리해서 수강 내용을 인증하는 형식으로 이루어지고 있으며모임은 온라인 디스코드 음성채널을 통해 진행하고 있습니다.스터디 관련 주의사항 : 강의만 구매하시면 될 것 같습니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :궁금하신 사항은 편하게 남겨주세요!https://open.kakao.com/o/saal7GCf"
692,데이터분석가 생활스터디(4개월 안에 취업성공 목표),"스터디 주제 : 데이터분석가 생활스터디스터디 목표 : 매일 목표한 대로 공부하는 습관만들어 4개월 안에 취업 성공하기예상 스터디 일정(횟수) : 주중 5일예상 커리큘럼 간략히 : 단톡방에 아침 9시까지 하루목표 공유하고, 밤 10시에 성과 공유예상 모집인원 : 6명스터디 소개와 개설 이유 : 같이 으쌰으쌰하고 중요한 정보 공유하며 4개월 안에 다같이 취업해요!스터디 관련 주의사항 : 서로 예의 지키며 성실히 참여할 분 연락주세요:) 오픈채팅방에서 자기소개 후 단톡방에 초대해드리겠습니다. 스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : 카톡 아이디 renee8718 로 톡 주세요! 톡에서 먼저 이름 / 나이 / 전공 / 현재 공부 중인 기술스택 / 취업목표 기업 1, 2, 3순위 공유해주시면 감사하겠습니다."
693,[백엔드] 하루의 시작(09:00)과 끝(23:00)을 함께하는 스터디모임,"<스터디 개요>하루의 계획을 공유하면서 책임감도 가져보고하루의 일과를  정리해보고 스스로 반성의 시간도 가지며다른사람들의 하루도 들어보는  스터디입니다<스터디 진행방식>아침9시에 일어나서 계획을 작성하고 온라인상에서 간단히 10분동안 각자의 하루 목표를 공유합니다(계획포맷: 오늘의 목표(todo-list), 오늘의 다짐, 기분점수, 이유)그리고 밤 11시에 모여 회고를 작성하고 똑같이 온라인에서 10분동안 공유합니다(회고포맷: 오늘의 목표달성여부, 오늘의 배운것, 오늘의 좋았던점/아쉬운것/어려웠던것, 기분점수, 이유)벌금은 특별히 없고 대신 무단결석이나 잠수는 1회라도 바로 강제퇴장하는 정책입니다구글 스프레드시트를 이용해서 정해진 포맷의 계획과 회고를 작성하고온라인모임은 zoom 을 통해서 진행됩니다<신청방법>모집대상: 백엔드를 공부하는 사람(서로 간의 공부한 것이나 프로젝트에 대해 이해하고 관심을 가지기 위해 백엔드만 모집합니다)신청: https://open.kakao.com/o/sh0lttCf** 저희 모임은 8월부터 시작하였는데요. 그동안 많은 분들이 지원해주셨으나, 특별한 강제성이 없고 규칙적인 생활에 힘들어하셔 많은 분들이 도중하차하셨습니다.이번에는 한 분이라도 정말 같이 하실 의사가 있으시고, 오래 하실 수 있으신 분과 함께 하고 싶어요.그래서 본인의 성실성을 보여줄 수 있는 github주소나 블로그 혹은 이 스터디를 지원하는 이유라도 말해주셔서 간단한 얘기를 나누고 함께 하고 싶습니다"
694,모던 자바스크립트 딥다이브 스터디,"스터디 주제 : 모던 자바스크립트 딥다이브 완독하기스터디 목표 : 1달 동안 25 챕터까지 읽고 공유하기예상 스터디 일정(횟수) : 주에 두번 생각하고 있습니다예상 커리큘럼 간략히 : 정해진 분량을 읽고 사다리로 발표자 두명을 뽑아서 발표후 질문예상 모집인원 : (2/4)명스터디 소개와 개설 이유 : 강제성을 가지고 공부하기 위해서스터디 관련 주의사항 : 온라인으로 진행 하겠습니다스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :문의사항 및 함께하실 분은 1:1 오픈채팅 남겨주세요https://open.kakao.com/o/grv8zOHf"
695,게임 개발자 취준생 C++ 코테 스터디,"[개발 스터디 모집 내용 예시]예상 모집인원 : 3-4스터디 소개와 개설 이유 : 코딩 테스트 역량 증진 안녕하세요 C++ 코테를 같이 하실 분을 모집합니다제가 모집하고 싶은 분들은게임 개발 쪽으로 취준하시는 분1일 1문제 디코 서버에 인증,스터디 질답, 정보공유 하실 분주1회나 / 2주1회 일요일 2-6시 사이에 오프라인으로 모각코 스터디 했으면 좋겠어요공부 시간은 같이 정하면 될 것 같아요지하철 역 - 영등포,여의도,신도림,신길 주변에서 오프 가능하신 분저도 엄청 초보여서 초급자 고급자 상관없이 모두 지원 해주세요!위에 모두 해당되시는 분은 오픈톡으로 연락 부탁드려요 3-4분 정도 같이 꾸준히 했으면 좋겠습니다!https://open.kakao.com/o/swmHPKHf"
696,개발과외 모집,"안녕하세요, ​현재 스타트업에서 풀스택 개발자로 재직중인 개발자입니다.​입문개발자로서 실무개발을 희망하시는 분, 개발에 입문하고자 하시는 분등등학교에서 교양과목으로 모바일, 웹, front/beck -end 두루 경험해보고 싶으신 분,취미로 하시는분등등 각각에 환경에 맞춰서 과외해 드립니다. ^^ iOS 앱 개발 부터 웹 / 백엔드 등 자바 스프링 / 자바스크립트 기반의 프레임워크 (NodeJS, React, ReactNative 등등)강의도 가능합니다. ​가능한 커리큘럼은 아래와 같구요. 보통 2달만에 원하시는 목표가 가능한 수준까지 맞춰 드립니다.​iOS - Basic Swift, RxSwift, Reactive Programming, Open Source …React/ReactNative - Html/Css, Class/Functional Component, Typescript, Hooks(with Custom) …Server - ExpressJS - TypeScript, NestJS, Java/Kotlin Spring​실무에 맞는 커리큘럼이고, 입문자들도 무난하게 들으실수 있을겁니다.단기간에 빠르게 배우시길 원하시는 분이나 체계적으로 배우고 싶으신 분들에게 적합할듯 합니다.참고로 찔러보기 하시는 분들 많으시는데.... 그러지 맙시다^^joke716@naver.com​문의/관심 있으신 분은 메일로 연락 부탁드립니다. 참고로 유료입니다."
697,혹시 스터디 and 프로젝트 관심있는분 계실까요?,안녕하세요! 혹시 대학생들중에서 스터디 및 프로젝트 관심있으신분 계실까요? 스터디도 하다가 나중에 프로젝트도 같이하고 싶어서요..!!어디에서 프로젝트 인원을 구해야될지 잘몰라서 우선 인프런에다가 써봤어요!!컴공과 재학생이거나 진로가 개발자인 대학생이면 더 좋을거같아요! 아니여도 크게 상관없습니다!어떤 언어를 쓸지 어떤 방향으로 갈지는 그룹원이 모이면 서로 정해봐요!감사합니다!! 밑에 오카링크 남겨드릴게요!https://open.kakao.com/o/sMBMyqHf
698,자바 백엔드 개발자 면접 스터디,"[개발 스터디 모집 내용 예시]스터디 주제 : 취업 및 이직을 위핸 면접 스터디.스터디 목표 : 취업 및 이직예상 스터디 일정(횟수) : 주 1회 오프라인예상 커리큘럼 간략히 : 협의 후 진행예상 모집인원 : 3(본인 포함)스터디 소개와 개설 이유 : 면접을 진행했을 때 어떠한 지식을 물어보고 그에 대한 답변 및 설명을 진행할 때 부족함을 느껴 스터디 개설스터디 관련 주의사항 : 자바 백엔드 개발자로 취업 준비를 진행하시는 분이나 이미 현업에 있으신 분들께서 참가 요청을 진행해주시면 좋겠습니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :면접 및 인터뷰를 진행했을 때 어떠한 지식을 설명하는 것에 대해 부족함을 느껴 스터디를 모집하게 되었습니다. 저는 현재 자바 백엔드 2년차이고 면접 경험들은 꽤 있는 편입니다. 자바, 스프링, CS, 개발 실무 지식들에 대한 면접 스턴디를 진행할 예정이고 서로 노션이나 포트폴리오를 본 후에 괜찮다면 같이 스터디를 진행할 예정입니다.오픈 카톡 방: https://open.kakao.com/o/sK0yDDHf"
699,이펙티브 자바 개정3판 같이 스터디 하실 분 구해요(기존 멤버 존재) [1분 구합니다],"[개발 스터디 모집 내용 예시] 이펙티브 자바 3판 책과 함께 공부 추가 모집합니당 🙃https://www.yes24.com/Product/Goods/65551284목표1회 완독 목표로 하고있고 이미 있는 기존 멤버들과는 1장부터 - 6장까지 50% 한 번씩 읽고 공유했고 앞에 부분 복습할 겸 다시 처음부터 진행하고자합니다8주동안 5장까지 완료 (추후 되시는분들에 한에서 계속 진행)현재는 매주 토요일 6시 온라인으로 진행 중에 있으며 향후 팀원들 다들 동의하시면 유동적으로 오프라인에서 만나서 내용 공유하는 자리도가져보려합니다.각자 아이템을 맡아서 발표하며 간단히 정리하고 생각을 자유롭게 공유 - 코드로 공유하거나 노션에 정리해서 공유하고있어요 이런 분들이면 좋을 것 같아요자바를 알고계시지만, 더 깊게 공부해보고 싶으신 분열심히 같이 끈기있게 해보실 분책임감 있게 끝까지 하실분 안녕하세요. 저는 2년차 백엔드 개발자로 현직에서 일하고 있어요.저는 노드 개발자인데 자바를 공부해보고자, 이펙티브 자바를 읽어보고있습니다.  인원은 현재 3명이며 추가로 3분더 모집할 예정입니다.토요일 오후 6시부터 (2시간~2시간 30분 정도)장소는 온라인은 줌, 오프라인은 아직 미정입니다. 오픈채팅방 들어오셔서 간단하게 자기소개랑 스터디 목적이랑 본인 현재 자바 수준 등에 대해서 알려주시면 별도로 연락드리겠습니다. 감사합니다https://open.kakao.com/o/gIpXXtHf"
700,인천 서구 모각코,삭제된 글입니다
701,석촌역<모각코> 주말에 🍿놀면뭐하니 모집,"석촌역 <모각코> (주말에) 🍿놀면뭐하니스터디 주제 : <모각코> (주말에) 🍿놀면뭐하니스터디 목표 : 제한된 시간에 몰입해서 학습하기장소: 석촌역 근처 카페조건: 사람이 많이 붐비지 않고, 눈치보이지 않고, 콘센트를 꽂을 수 있는 곳모임장이 모임 시간 전에 선발대로 먼저 가 있으니 걱정하지 않으셔도 됩니다🙂시간: 주말 오후 1~6시 (토, 일요일 자율 참석이며 1~2시간 이른 조퇴 🙆🏼‍♂️)준비물: 노트북💻, 매장 커피☕️예상 커리큘럼 간략히 : 각자 목표로 하는 학습 내용 간략히 공유 후 각자 학습 진행예상 모집인원 : 3금요일에 보통 의사를 여쭙는데 어려워지시거나, 당일 노쇼🥲하시는 분들, 당장 일정 참여에 어려우신 분들이 계셔서 인원은 여유롭게 받고 있습니다 :) 스터디 소개와 개설 이유혼자서 공부하고 싶은데 동기부여가 안 되신 분들이 계실 거라고 생각해요. 목표는 있지만 동기부여가 부족해서 도움이 필요하신 분들을 위해서 같이 공부하면 좋을 것 같습니다! 저는 웹 프론트엔드 4학년 개발자인데요, 관련된 웹 분야에 대해서 취직이나 이직, 학습과 관련된 고민도 서로 나눌 수 있을 것 같아요🙂💬 오픈카톡 참여신청참여 희망 시기와 요일은 자율적으로 정하실 수 있으며 9/17(일)부터도 가능합니다"
702,(온라인) AWS SAA 스터디 - 4주 코스,"모집대상AWS SAA(Solution Architect Associate) 자격증을 준비하는 서버/네트워크 개발자스터디 시간 및 진행 횟수오리엔테이션 일자 : 9/20 (수요일)진행일자 : 9월 20일 ~10월 20일, 요일 미정주 1회 3시간, 주 2회 1시간 반이 적절할 것 같습니다.기간과 요일은 아직 정해진 바 없지만, (제 스케쥴 상) 평일 저녁 10시~ 혹은 주말 오전만 가능합니다진행 형식 (예시)매주 정해진 시간에 시험에서 빈출되는 주제를 하나 정해서, 해당 주제를 알지 못하는 사람들에게 설명해준다는 컨셉으로 발표 혹은 공통 주제를 정해 토론합니다.가령, AWS SAA Exam 목록에서 제공한 것처럼 유형 하나를 골라 정리합니다.링크 : https://glass-actor-c77.notion.site/Prep-Exam-60740455f65c45a6b6796fc0f5a579db?pvs=4유데미 강의 내용 중 빈출되지만 어려워서 정리가 필요한 챕터가 있으면 발표합니다.링크 : Ultimate AWS Certified Solutions Architect Associate (SAA)마지막 주는 덤프 문제를 풀고 어봅니다.주의사항참여 하실 때, 3만원의 보증금이 필요하고 스터디를 마칠 때 돌려드립니다.미참석 시, 30000/n 원 차감.벌금은 다른 분들께 균등하여 환급해드립니다 (낸 사람 제외).기간이 짧은만큼 모두 참석하실 수 있는 분들만 연락 부탁드립니다!참여 방법e.g) 참여신청서응시 자격증명 : Amazon SAA예상 시험 응시기간 : 11월간단한 자기소개 (응시이유)2년차 코프링 서버 개발자 OOO입니다~ AWS 서비스에 대해서 더 자세하게 알고 싶어 자격시험을 준비중입니다. 반갑습니다!참여링크 : https://open.kakao.com/o/sE7qksHf"
703,[👀백엔드 스터디원 모집합니다!!],"[👀백엔드 스터디원 모집합니다!!]이번 백엔드 스터디를 준비할려고 하는데REST API 기반으로 한 스터디를 기획하고 있어서 이후에는 Microservices를  활용한 Channel 방식으로 스터디 진행하려고 합니다!!!비전공자이신분들도 참여하셔서 같이 공부해가고 단순히 초심자라고 해서 배제하는게 아니라 공부하는 시야를 더 넓혀가기 위해 진행할것이다보니 편하게 지원 부탁드립니다!!![ 이런분들께 추천드립니다! ]👀 비전공자, 노베이스, 입문자, 타 직군에서 개발직군으로 이직하려고하시는 분👀 학습의지가 있고 공부가 혼자서는 마음이 안 잡힌다고 생각하는 분들!!👀 매주 최소 2회이상 공부인증 가능하신 분(대면 or 줌으로도 진행하여 인증)👀 함께 성장하며 시야를 넓게 가져가고자 하시는 분들!!👀 공부 관련 이야기도 좋고, 같은 직무를 가진 사람과의 커뮤니케이션 친목 등도 괜찮습니다 ㅎㅎㅎ(단!!! 이성목적, 다단계 등에 목적은 사절합니다!!!)[스터디 목표]1) Rest API 개념 이해2) Rest API 활용한 토이 스터디3) 협업을 통한 프로젝트(협업은 마음이 맞거나 서로 의지가 있다면 열 계획입니다)4) Microservices와 Channel통신 개념 이해5) 코딩테스트 문제 풀이[스터디에서 무엇을 하나요?]📚매주 1회 이상 공부 목표 올리기(여러번 올려도 됩니다!!)📚격주 1회 혹은 주 1회 씩 줌 or 대면으로 서로 공부리뷰📚자신만의 학습방식 공유, 학습 기록은 자율(예시 : 실습 시 참고 사이트, 학습 시 공부 이력 등 공유)[스터디 안내]날짜 : 주말/평일 상관없어요~!모집 기간 : ~ 2023.12.31(예정 / 더 기간이 늘어날 수도 있습니다!)참여 인원 : 10~20명 내외장소 : 대면 or 줌(오픈 카톡방 개설하여 투두와 공부는 인증할 예정입니다!!)[스터디 소통 방법]📌 Dev 커뮤니케이션 툴 활용하기(Trello, Slack, 디스코드 등) / 줌, 카톡, 대면 진행[ 스터디 합류하기 ]👉 https://forms.gle/r8D1zuWynGZYgjVL7"
704,[모집마감] 코딩 테스트 완전 탐색 유형 스터디,"목적: 항상 나오는 완전 탐색 계열의 문제(백트래킹, 완전 탐색, 그래프 탐색, 구현, 시뮬레이션)를 확실하고 수월하게 해결할 수 있도록 수련합니다.스터디 방식:직접 푼 혹은 답을 참고해서 푼 문제의 풀이를 설명합니다.풀이 도중 어려웠던 점, 풀면서 새로 배운 개념, 접근 방법, 시간을 낭비한 실수 등을 회고합니다. 스터디원 전원이 풀이가 수월할 때 (백준 기준) 한 단계씩 난도를 높여갑니다.언어: 자유 (현재 JS, Python, Java 각 1명)시작 레벨: 백준 기준 골드5 이상, 프로그래머스 Lv2~Lv3목표 레벨: 골드 1, 2 문제를 실수 없이 30분~1시간 이내 풀이 스터디 시간: 화, 목 저녁 9시페이스: 난도에 따라 주 당 4~6문제, 구성원 페이스에 맞춰 조금씩 달라질 수 있습니다.풀이 대상: 코딩테스트 대비 문제집 with Baekjoon (https://github.com/tony9402/baekjoon/tree/main/) 의 [백트래킹, 완전 탐색, 그래프 탐색, 구현, 시뮬레이션] 추천 문제 (각각 11, 11, 23, 4, 27 문제) 및 필요 시 추가 문제 선정 모집 인원: 2명 (총 5명)문의: https://open.kakao.com/o/s7qu7cHf기존 스터디 현황: https://seongbin9786.notion.site/PCCP-c5b0aee9cb3f420b82034e2f716670dd?pvs=4"
705,"[모집중!, 공부, 디스코드, 개발자] 평일 오전 9시~12시 까지 디스코드 에서 모각코 하실분 구합니다!","안녕하세요!평일 간 디스코드로 오전 9시부터 오전 12시 까지 같이 열심히 모각코 할 분 구합니다!<운영 계획>디스코드 사용합니다!평일(공유일,주말 빼고) 아침 9시 ~ 오후 12시까지 합니다!9시에 시작하면 각자 자신이 할 과목 및 간략한 단원 내용을 간략하게 채팅으로 알리고 공부 시작 합니다!12시에 각자 오늘 한 것 구글시트에 작성하시고 자율모각코! 진행기간은 없습니다!참가비 없습니다!화면공유 필수! (캠,마이크 자유)퇴출사유 = 말 없이 불참 (당일), 말 없이 늦게 참여 (10분 넘을시 퇴출), 욕설 및 기분나쁜말, 구글시트 3일간 작성 안함운영 계획은 향후 변경될 수 있습니다!<지원 요건>개발자 / 개발자 취준생 / 같이 갓생 살분!일찍 일어나서 꾸준히 같이 코딩공부 하실분!<오픈톡>https://open.kakao.com/o/scrZusFf"
706,[모집중] 김영한 - 스프링 MVC 1편 스터디원 모집,"스터디 주제 : 김영한 - 스프링 MVC 1편https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-mvc-1/dashboard예상 스터디 일정(횟수) : 9/20(수) 오프라인 모임 시작, 주 1회 모임 (온/오프라인 1주씩 번갈아서) 예상 커리큘럼 간략히 : 6주 완강 목표예상 모집인원 : 8 ~ 10명 (현재 7명)온/오프라인 모임 장소, 시간: 사당역, 수요일 오후 6:30 ~ 8:30 (고정입니다. 해당 시간, 장소가 가능하신분들만 연락주세요.) 온라인 모임도 같은 시간에 진행합니다.스터디 소개와 개설 이유 : 본 스터디는 올해 1월부터 자바의 정석 스터디를 시작으로 지금은 스프링을 공부하고 있는 스터디 입니다.현재 김영한 스프링 기본편, 핵심편 스터디를 완료하였고, 또 앞으로 MVC 2편, DB 1, 2편 순으로 진행할 예정입니다. 매번 강의가 끝날때마다 같이 하실분들을 새로 모집하고 있습니다.직장인, 취준생, 대학생 모두 가능합니다.스터디 관련 주의사항 : 참여하실 분들은 9/20(수)까지 섹션 2까지 공부해오시면 됩니다.진행 방식: 그 주에 공부한 강의 내용을 각자 요약해서 발표하는 형식으로 진행됩니다. 발표할 때 따로 본인이 공부한 내용을 적용한 프로젝트를 설명해주시는 분도 계십니다. (자유)모임 때마다 제비 뽑기로 발표할 인원을 바로 추첨해서 진행합니다. (4~5명 예상)스터디에 지원할 수 있는 방법:https://open.kakao.com/o/sLsKBsGf"
707,함수형 프로그래밍 스터디 2기 모집합니다.,"[ 개발 스터디 모집 ]기존 스터디의 한계를 보완하고자 코치가 리딩하는 스터디를 기획했습니다. 제대로 한번 달려볼려구요. 스터디 하나의 주제를 가지고 다양한 공부자료를 살펴 볼 겁니다. 책, 강의를 매번완료할 때마다 결과물을 낼거구요. 최종적으로는 직접 적용해보는 토이프로젝트도 진행 해 볼겁니다.이번 기수는 2기를 모집합니다. 1기 참가자들 전원이 만족한 과정입니다. 1기를 통해 얻은 노하우로 학습 커리큘럼을 더 강화하고 군살을 뺐습니다.이 모든 과정은 중간에 지치거나 그룹 분위기가 쳐지지 않게 코치가 잡아 줄 겁니다. 중도 포기하시거나, 매주 학습 결과물 낼 자신 없으면 신청하지마세요.스터디 주제 : JS 함수형 프로그래밍 2기스터디 목표 : 함수형 프로그래밍을 이해하고 정리한 결과물 만들어내기독서 2권 결과물 -> 블로그 총 5개강의 2개 완강 결과물 -> 예제 코드 총 4개함수형 프로그래밍을 적극 활용한 토이 프로젝트 1개스터디 계획1STEP> 함수형 코딩을 읽고 / 독서 프로젝트 / 3주2STEP> 함수형 프로그래밍 초급2 인프런 강의 완강 / 강의 프로젝트 / 3주3STEP> 함수형 자바스크립트을 읽고 / 독서 프로젝트 / 2주4STEP> RxJS 인프런 강의 완강 + 함수형 라이브러리 문서 확인 + 토이프로젝트 / 강의 + 실전프로젝트 / 3주배정된 코치 : 찰쓰 코치 (Z사 프론트 개발자로 재직중)최대 모집인원 : 10명최소 모집인원 : 8명모임 장소 : 디스코드 (온라인 모임)모임 일정(횟수) : 주 2회 (중간 점검 미팅 1회 + 학습 모임 1회)기간모집 기간 : 9.14 ~ 9.24사전 설명회 일정: 9.25(월)활동기간 : 10.2 ~더 자세히 알고 싶다면기술 블로그 : https://shorttrack.tistory.com/11상세 설명 노션 : https://chestnut-bat-4d9.notion.site/9476b596ff61448ea2c2d9d252f7f009?pvs=41:1 문의 채널 : https://pf.kakao.com/_cxgvgxj/chat참여하고 싶다면참여 신청 폼 : https://docs.google.com/forms/d/e/1FAIpQLSdz-6cME0etI56plI5tNNnwWYQp0OemwoDTvu241swWTvMxWA/viewform"
708,(온라인) AWS SAA 자격증 스터디 모집,"(온라인) AWS SAA 자격증 스터디 모집 스터디 목표 : AWS SAA 자격증 취득스터디 커리큘럼:Udemy AWS SAA   | Stephane Maarek강의를 토대로 토론 및 학습연습문제 풀기SAA-C03 덤프 및 예상문제 풀기스터디원에게 일부 버전 덤프 제공관련 자료 제공필요한 추가 덤프가 있다면 1/n 으로 나눠서 구매 예정성별/나이: 무관스터디 기간: 약 5주모집인원:4명 ( 현재 2명 )스터디 시간※스터디 시간 및 횟수는 인원 모집 후, 사정에 맞게 변경 될 수 있습니다월~목, 주 2회, 1시간 반평일 저녁 9시 이후스터디 방식 : 온라인 Zep스터디 관련 주의사항보증금 2만원과제, 지각, 결석에 대한 벌금이 존재합니다. 스터디 혜택 SAA 50% 바우처 받는 방법 알려드립니다~ 지원 방법카카오톡 오픈 채팅 링크https://open.kakao.com/o/sVvADXGf"
709,서울대입구역 알고리즘 / cs 초보자 스터디 모집합니다.,"[개발 스터디 모집 내용 예시]스터디 주제 : 알고리즘 + cs스터디 목표 : 취업(코테 / 면접)예상 스터디 일정(횟수) : 주 1 or 2회 (주말)예상 커리큘럼 간략히 : 알고리즘은 난이도가 낮을 때에는 하루 1문제 난이도가 올라가면서 일주일 3문제를 풀 예정입니다. cs는 대학 강의 영상을 바탕으로 cs내용 정리 + 이해를 기반으로 각자 3문제씩 내서 모임 시 테스트 + 블로그 정리를 진행할 예정입니다.예상 모집인원 : 3 or 4스터디 소개와 개설 이유 : 알고리즘 / cs 초보자 분들을 모집하고 싶습니다. 알고리즘 문제는 백준을 풀 예정이며 난이도는 인원 충족 시 협의하에 결정하겠습니다.스터디 관련 주의사항 : 진도가 많이 빡빡하지는 않을 예정이니 취업까지 끈기있게 가실 분들 모집합니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :https://open.kakao.com/o/sywR4WGf"
710,현직자의 찐 업무 경험으로 멘토링 받고 싶으신 분 있으실까요?,"[Blaybus의 직무 경험 멘토링]에 함께 해요!📌Blaybus 업무 경험 멘토링은 무엇인가요?1) 다양한 산업과 직군(전략, 신사업, 마케팅, 투자 심사, 서비스 기획, 디자인, 운영 등)에서 실제 진행한 진짜 ‘일’ 경험할 수 있습니다.2) 자신이 관심있는 직군에서 필요로 하는 역량을 경험하고 이해할 수 있습니다.3) 프로젝트 형태로 산출물을 만들어 내는 방식으로 자신의 포트폴리오를 만들 수 있습니다.4) 현직에서 활동하고 있는 멘토의 피드백을 통해 자신의 부족한 점을 보완할 수 있습니다. 📌 어떻게 참여하나요?1) 사전 회원 가입을 진행해주세요!❗️사전가입 기간❗️2023.9.11(월)~9.23(토)❗️사전가입 url❗️https://blaybus.com/2) 신청 기간에 열리는 액티비티들 중에 원하는 직무 경험을 신청해주세요!❗️사전가입자 우선 참여신청 기간❗️2023.9.24(일)~9.30(토) ※ 활발한 피드백과 Q&A를 위해 인원수 제한이 있습니다. (선착순)※ 멘토링 제공 및 참여자들의 동기부여를 위해 참여비가 있습니다. (액티비티별 상이) 사전가입을 하시는 경우 다른 분들보다 빠르게 참여신청이 가능하니 서둘러주세요! 🏃‍♀️🏃‍♂️"
711,"[베타테스터 모집]외국인 친구와 함께하는 취미생활 커뮤니티, 옹알","영어 공부, 이제는 놀면서 하세요!IT 스타트업 종사자 100명을 대상으로 조사한 결과 '영어 공부는 하고싶은데 어떻게 시작해야할지 몰라 시작을 미룬적 있다'고 대답한 사람의 비율이 78%에 달했습니다. 영어는 지속가능한 방법으로 공부하는 것이 중요합니다. 학원, 앱서비스, 독서 등 다양한 공부 방법이 있지만 작심삼일로 끝나기 마련입니다. 단순히 '열심히 안해서 그래'라는 말로 작심삼일이라는 문제를 해결할 시도조차 하지 않을 것이 아니라 '열심히 공부하고 싶게 만드는 서비스'를 만들고자 합니다. 영어 공부는 당장 사용할 일이 없는 경우가 대부분이기 때문에 즉, 데드라인이 없기 때문에 자꾸 후순위로 미룰 수 밖에 없습니다. 이 점이 영어 공부를 쉽게 포기하게 만들죠. 하지만 이번 주 토요일 외국인 친구들과 한강에 자전거 타기로한 약속이 있다면 어떨까요? 억지로 영어 공부를 위해 책을 펴는 일보다 훨씬 쉽게 도전할 수 있습니다. 옹알은 이렇게 외국인 친구들과 자신이 좋아하는 활동을 함께하며 영어로 듣고 말해볼 수 있는 경험을 제공합니다. 이 과정에서 영어 공부를 더 해야겠다는 동기부여가 생기고, 영어가 들리기 시작하고, 외국인 친구의 말을 조금씩 따라해보기 시작합니다. ""영어 잘하는 방법? 외국인 친구 사귀면 돼""라고 하지만 외국인 친구를 만들 수 있는 기회를 찾는 일은 매우 어려웠습니다. 이제는 옹알이 마음맞는 외국인 친구를 만날 수 있도록 도와드리겠습니다. 베타테스터에 참여해서 외국인 친구를 만나보세요!현재 옹알 커뮤니티에는 외국인 149명과 한국인 187명이 멤버로 활동하고 있습니다. 베타테스터에 지원하시면 멤버들을 대상으로 <외국인 친구와 함께 해보고 싶은 활동>, <서울에 소개할만한 장소>와 같은 콘텐츠의 모임을 만들어 외국인 친구들을 모집해 함께 활동해 볼 수 있습니다.베타테스터 할로윈 파티에 초대합니다.베타테스트 1개월간 모임 1회 개설, 1회 참여를 달성해주신 분에게는 4만원 상당의 할로윈 파티 초대권을 선물로 드립니다! 팀미팅에 응해주신 테스터분에게는 식사와 커피를 대접해드리고 있습니다! 가장 애정하는 커뮤니티가 될 수 있도록 초기 서비스 제작에 직접 참여해보세요! 감사합니다!베타테스터 신청 자세히보기 👇🏻https://bit.ly/3ZcreGO"
